Epoch,Train Loss,Validation Loss,Train PSNR,Validation PSNR,Train Accuracy,Validation Accuracy
1,0.7341617119789914,0.8893231790467917,19.844638924513223,20.40020569491099,15.270974981621421,15.310364294626627
2,1.1894109337906968,1.202454475178776,18.776459004258083,18.47674337410065,15.274264682684162,15.281906906955214
